Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_150160.1	LBRM2903_150006700	59	844	300
LdBPK_160620.1	LBRM2903_160012400	59	1156	433
LdBPK_250410.1	LBRM2903_250009300	59	100	41
LdBPK_262050.1	LBRM2903_260024400	59	897	350
LdBPK_312150.1	LBRM2903_310032700	59	100	41
LdBPK_340530.1	LBRM2903_200011000	59	134	55
LdBPK_340540.1	LBRM2903_200011200	59	1456	568
LdBPK_342830.1	LBRM2903_200037800	59	607	246
LdBPK_352340.1	LBRM2903_340029700	59	966	385
LdBPK_353570.1	LBRM2903_340043600	59	561	173
LdBPK_040220.1	LBRM2903_040007300	58.9	263	100
LdBPK_201470.1	LBRM2903_200071400	58.9	1188	394
LdBPK_211240.1	LBRM2903_210016900	58.9	2083	795
LdBPK_060870.1	LBRM2903_060014900	58.8	245	81
LdBPK_090680.1	LBRM2903_090012000	58.8	992	347
LdBPK_110290.1	LBRM2903_110021800	58.8	464	188
LdBPK_161320.1	LBRM2903_160020700	58.8	2319	800
LdBPK_260060.1	LBRM2903_260005600	58.8	267	108
LdBPK_302010.1	LBRM2903_300025600	58.8	80	33
LdBPK_310990.1	LBRM2903_310019700	58.8	420	172
LdBPK_311730.1	LBRM2903_310028600	58.8	712	286
LdBPK_331070.1	LBRM2903_330017100	58.8	971	373
LdBPK_331330.1	LBRM2903_330019800	58.8	769	300
LdBPK_343430.1	LBRM2903_200046300	58.8	114	38
LdBPK_351190.1	LBRM2903_340013900	58.8	1179	444
LdBPK_020310.1	LBRM2903_020009100	58.7	991	372
LdBPK_030400.1	LBRM2903_030008900	58.7	1761	598
LdBPK_060800.1	LBRM2903_060014300	58.7	1903	650
LdBPK_080600.1	LBRM2903_080010800	58.7	167	62
LdBPK_270830.1	LBRM2903_270016400	58.7	322	117
LdBPK_364560.1	LBRM2903_350056700	58.7	671	262
LdBPK_367230.1	LBRM2903_350085800	58.7	707	290
LdBPK_030810.1	LBRM2903_030013100	58.6	2982	991
LdBPK_190700.1	LBRM2903_190016000	58.6	2086	787
LdBPK_311560.1	LBRM2903_310026900	58.6	2180	824
LdBPK_321960.1	LBRM2903_320026900	58.6	633	226
LdBPK_343740.1	LBRM2903_200049300	58.6	541	223
LdBPK_050220.1	LBRM2903_050007100	58.5	697	232
LdBPK_150570.1	LBRM2903_150011600	58.5	1555	591
LdBPK_310550.1	LBRM2903_310013800	58.5	679	275
LdBPK_320160.1	LBRM2903_320006900	58.5	386	152
LdBPK_332580.1	LBRM2903_330035000	58.5	1616	651
LdBPK_361370.1	LBRM2903_350020300	58.5	419	173
LdBPK_040620.1	LBRM2903_040012400	58.4	339	140
LdBPK_060880.1	LBRM2903_060015000	58.4	3649	1345
LdBPK_070770.1	LBRM2903_070014600	58.4	1562	628
LdBPK_241190.1	LBRM2903_240017900	58.4	1034	402
LdBPK_321680.1	LBRM2903_320024000	58.4	668	276
LdBPK_363790.1	LBRM2903_350048700	58.4	296	116
LdBPK_366260.1	LBRM2903_350074500	58.4	791	319
LdBPK_090010.1	LBRM2903_090005000	58.3	144	60
LdBPK_091170.1	LBRM2903_090018100	58.3	458	190
LdBPK_180750.1	LBRM2903_180013800	58.3	544	182
LdBPK_250890.1	LBRM2903_250016300	58.3	1136	428
LdBPK_260920.1	LBRM2903_260014400	58.3	573	193
LdBPK_261840.1	LBRM2903_230029500	58.3	987	407
LdBPK_280930.1	LBRM2903_280014500	58.3	96	40
LdBPK_321100.1	LBRM2903_320017200	58.3	580	242
LdBPK_322910.1	LBRM2903_320037900	58.3	960	385
LdBPK_030330.1	LBRM2903_030008400	58.2	1519	506
LdBPK_161180.1	LBRM2903_160019400	58.2	685	169
LdBPK_181390.1	LBRM2903_180020600	58.2	970	368
LdBPK_200680.1	LBRM2903_200062600	58.2	1222	424
LdBPK_220790.1	LBRM2903_220014300	58.2	920	304
LdBPK_230670.1	LBRM2903_230014200	58.2	3544	1178
LdBPK_240820.1	LBRM2903_240014100	58.2	613	231
LdBPK_352800.1	LBRM2903_340034700	58.2	586	244
LdBPK_190450.1	LBRM2903_190012300	58.1	953	392
LdBPK_261240.1	LBRM2903_260017900	58.1	1473	560
LdBPK_362140.1	LBRM2903_320026700	58.1	527	220
LdBPK_362570.1	LBRM2903_350033600	58.1	253	105
LdBPK_030540.1	LBRM2903_030010400	58	734	266
LdBPK_050930.1	LBRM2903_050015100	58	486	151
LdBPK_180710.1	LBRM2903_180013000	58	1623	597
LdBPK_211620.1	LBRM2903_210021700	58	1059	425
LdBPK_313110.1	LBRM2903_310043700	58	193	73
LdBPK_313120.1	LBRM2903_310043900	58	455	191
LdBPK_323920.1	LBRM2903_320049700	58	100	42
LdBPK_361590.1	LBRM2903_350022900	58	505	191
LdBPK_050940.1	LBRM2903_050015200	57.9	1288	445
LdBPK_060970.1	LBRM2903_060016100	57.9	617	222
LdBPK_101060.1	LBRM2903_100019600	57.9	121	51
LdBPK_161290.1	LBRM2903_160020400	57.9	2247	783
LdBPK_250930.1	LBRM2903_250016700	57.9	340	131
LdBPK_301860.1	LBRM2903_300024100	57.9	1312	509
LdBPK_310690.1	LBRM2903_310015600	57.9	1917	769
LdBPK_311540.1	LBRM2903_310017800	57.9	1743	647
LdBPK_312530.1	LBRM2903_310037100	57.9	195	81
LdBPK_321240.1	LBRM2903_320018600	57.9	665	274
LdBPK_324000.1	LBRM2903_320050600	57.9	290	119
LdBPK_362130.1	LBRM2903_320026700	57.9	527	221
LdBPK_080800.1	LBRM2903_080014300	57.8	313	107
LdBPK_220660.1	LBRM2903_220011800	57.8	1627	566
LdBPK_240750.1	LBRM2903_240013400	57.8	1082	436
LdBPK_240980.1	LBRM2903_240015700	57.8	1010	384
LdBPK_050470.1	LBRM2903_050009900	57.7	239	57
LdBPK_100180.1	LBRM2903_100006800	57.7	679	264
LdBPK_120700.1	LBRM2903_200078500	57.7	1314	512
LdBPK_161460.1	LBRM2903_160022100	57.7	985	309
LdBPK_300390.1	LBRM2903_300010400	57.7	239	96
LdBPK_322040.1	LBRM2903_320027700	57.7	792	323
LdBPK_343540.1	LBRM2903_200047300	57.7	442	184
LdBPK_350500.1	LBRM2903_340010300	57.7	130	45
LdBPK_354090.1	LBRM2903_340049700	57.7	397	157
LdBPK_080270.1	LBRM2903_080007900	57.6	434	169
LdBPK_090840.1	LBRM2903_090013900	57.6	1320	451
LdBPK_171110.1	LBRM2903_170018100	57.6	323	137
LdBPK_190100.1	LBRM2903_190008800	57.6	243	97
LdBPK_312510.1	LBRM2903_310036900	57.6	198	82
LdBPK_340470.1	LBRM2903_200010100	57.6	929	347
LdBPK_364970.1	LBRM2903_350060800	57.6	1401	563
LdBPK_282020.1	LBRM2903_280027100	57.5	581	242
LdBPK_313240.1	LBRM2903_310045800	57.5	847	340
LdBPK_330280.1	LBRM2903_310012100	57.5	341	80
LdBPK_150360.1	LBRM2903_150008700	57.4	632	235
LdBPK_321710.1	LBRM2903_320024300	57.4	256	103
LdBPK_343970.1	LBRM2903_200052000	57.4	460	195
LdBPK_120150.1	LBRM2903_120006600	57.3	1320	458
LdBPK_150620.1	LBRM2903_150012200	57.3	1202	461
LdBPK_170310.1	LBRM2903_170008200	57.3	796	323
LdBPK_171280.1	LBRM2903_170020000	57.3	733	298
LdBPK_281320.1	LBRM2903_280019400	57.3	790	313
LdBPK_282490.1	LBRM2903_280031600	57.3	937	365
LdBPK_331090.1	LBRM2903_330017300	57.3	117	47
LdBPK_332080.1	LBRM2903_330029400	57.3	553	207
LdBPK_080350.1	LBRM2903_080008800	57.2	1841	713
LdBPK_080870.1	LBRM2903_080015000	57.2	600	243
LdBPK_333130.1	LBRM2903_330040700	57.2	1597	625
LdBPK_350820.1	LBRM2903_340013600	57.2	1028	355
LdBPK_360740.1	LBRM2903_350013300	57.2	950	391
LdBPK_040230.1	LBRM2903_040007400	57.1	317	108
LdBPK_070600.1	LBRM2903_070012500	57.1	1925	737
LdBPK_150590.1	LBRM2903_150011800	57.1	322	137
LdBPK_280950.1	LBRM2903_280014700	57.1	487	200
LdBPK_320880.1	LBRM2903_320014400	57.1	266	111
LdBPK_332570.1	LBRM2903_330034900	57.1	497	205
LdBPK_330820.1	LBRM2903_330013600	57	400	154
LdBPK_170150.1	LBRM2903_170006300	56.9	72	31
LdBPK_231150.1	LBRM2903_230020100	56.9	306	128
LdBPK_260740.1	LBRM2903_260012600	56.9	325	140
LdBPK_260970.1	LBRM2903_260014900	56.9	195	80
LdBPK_311120.1	LBRM2903_310021300	56.9	209	90
LdBPK_311370.1	LBRM2903_310024600	56.9	538	200
LdBPK_364550.1	LBRM2903_350056600	56.9	555	226
LdBPK_030440.1	LBRM2903_030009300	56.8	1092	372
LdBPK_191020.1	LBRM2903_190013900	56.8	1385	522
LdBPK_251080.1	LBRM2903_250018500	56.8	987	328
LdBPK_262190.1	LBRM2903_260025800	56.8	1600	592
LdBPK_080590.1	LBRM2903_080010900	56.7	178	71
LdBPK_211040.1	LBRM2903_210015400	56.7	901	369
LdBPK_220210.1	LBRM2903_220008400	56.7	1139	422
LdBPK_312750.1	LBRM2903_310039500	56.7	453	192
LdBPK_354560.1	LBRM2903_340055000	56.7	194	73
LdBPK_100710.1	LBRM2903_100016100	56.6	1669	534
LdBPK_170390.1	LBRM2903_170009000	56.6	136	59
LdBPK_272060.1	LBRM2903_270030300	56.6	1016	265
LdBPK_281830.1	LBRM2903_280025000	56.6	1856	743
LdBPK_310700.1	LBRM2903_310015700	56.6	1215	460
LdBPK_050710.1	LBRM2903_050012700	56.5	1459	525
LdBPK_160710.1	LBRM2903_160013500	56.5	554	239
LdBPK_201060.1	LBRM2903_200066700	56.5	967	392
LdBPK_231710.1	LBRM2903_230026200	56.5	294	124
LdBPK_301850.1	LBRM2903_300024000	56.5	503	200
LdBPK_312270.1	LBRM2903_310034200	56.5	485	201
LdBPK_341020.1	LBRM2903_200016600	56.5	131	57
LdBPK_353700.1	LBRM2903_340045400	56.5	92	40
LdBPK_150630.1	LBRM2903_150012300	56.4	1263	477
LdBPK_250800.1	LBRM2903_250015400	56.4	390	158
LdBPK_312130.1	LBRM2903_310032500	56.4	484	128
LdBPK_190280.1	LBRM2903_190010700	56.3	87	38
LdBPK_261410.1	LBRM2903_260019600	56.3	579	204
LdBPK_330220.1	LBRM2903_330007100	56.3	913	391
LdBPK_341970.1	LBRM2903_200027700	56.3	935	405
LdBPK_355350.1	LBRM2903_340060200	56.3	528	230
LdBPK_050690.1	LBRM2903_050012400	56.2	2888	886
LdBPK_120420.1	LBRM2903_120010700	56.2	665	272
LdBPK_200690.1	LBRM2903_200062800	56.2	1224	494
LdBPK_302610.1	LBRM2903_300032200	56.2	707	287
LdBPK_364870.1	LBRM2903_350059700	56.2	587	255
LdBPK_366270.1	LBRM2903_350074600	56.2	671	250
LdBPK_060030.1	LBRM2903_060005600	56	430	179
LdBPK_100930.1	LBRM2903_100018300	56	1183	498
LdBPK_150790.1	LBRM2903_150016500	56	316	117
LdBPK_171590.1	LBRM2903_170023900	56	243	101
LdBPK_210520.1	LBRM2903_210009600	56	737	274
LdBPK_366400.1	LBRM2903_350076100	56	780	327
LdBPK_030430.1	LBRM2903_030009200	55.9	1748	558
LdBPK_110740.1	LBRM2903_110010200	55.9	1322	521
LdBPK_292330.1	LBRM2903_290028800	55.9	338	145
LdBPK_331310.1	LBRM2903_330019600	55.9	401	135
LdBPK_340190.1	LBRM2903_200006500	55.9	622	270
LdBPK_366750.1	LBRM2903_350081000	55.9	454	180
LdBPK_090590.1	LBRM2903_090011100	55.8	1133	449
LdBPK_091370.1	LBRM2903_090020200	55.8	208	85
LdBPK_190590.1	LBRM2903_190014800	55.8	1620	680
LdBPK_211200.1	LBRM2903_210016500	55.8	1460	619
LdBPK_311400.1	LBRM2903_310024900	55.8	926	343
LdBPK_321440.1	LBRM2903_320021500	55.8	362	92
LdBPK_343550.1	LBRM2903_200047400	55.8	527	221
LdBPK_351370.1	LBRM2903_340019100	55.8	414	181
LdBPK_352700.1	LBRM2903_340033500	55.8	670	281
LdBPK_010780.1	LBRM2903_010013600	55.7	158	44
LdBPK_282900.1	LBRM2903_280036400	55.7	470	168
LdBPK_341790.1	LBRM2903_200025700	55.7	415	182
LdBPK_070340.1	LBRM2903_070007200	55.6	2123	852
LdBPK_181410.1	LBRM2903_180020800	55.6	1134	456
LdBPK_281220.1	LBRM2903_280018000	55.6	252	106
LdBPK_333390.1	LBRM2903_330043900	55.5	137	60
LdBPK_030490.1	LBRM2903_030009900	55.4	2706	917
LdBPK_041150.1	LBRM2903_040019100	55.4	303	132
LdBPK_090320.1	LBRM2903_090008900	55.4	912	316
LdBPK_210060.1	LBRM2903_210005100	55.4	231	103
LdBPK_282630.1	LBRM2903_280033200	55.4	399	176
LdBPK_310840.1	LBRM2903_310017200	55.4	634	275
LdBPK_311260.1	LBRM2903_310022900	55.4	1335	492
LdBPK_322560.1	LBRM2903_320033800	55.4	2587	1103
LdBPK_330980.1	LBRM2903_330016000	55.4	502	223
LdBPK_262370.1	LBRM2903_260027800	55.3	866	366
LdBPK_366070.1	LBRM2903_350072400	55.3	499	223
LdBPK_061270.1	LBRM2903_060019500	55.2	793	313
LdBPK_120070r.1	LBRM2903_200076900	55.2	913	377
LdBPK_171300.1	LBRM2903_170020300	55.2	854	351
LdBPK_280230.1	LBRM2903_280007900	55.2	328	139
LdBPK_010170.1	LBRM2903_010006600	55.1	394	161
LdBPK_060710.1	LBRM2903_060012600	55.1	410	153
LdBPK_080630.1	LBRM2903_080010400	55.1	2335	796
LdBPK_231020.1	LBRM2903_230017900	55.1	443	191
LdBPK_261170.1	LBRM2903_260017100	55.1	1827	613
LdBPK_013340.1	LBRM2903_310037900	55.1	606	244
LdBPK_080660.1	LBRM2903_080010000	55	307	120
LdBPK_301960.1	LBRM2903_300025100	55	411	184
LdBPK_344040.1	LBRM2903_200052700	55	502	204
LdBPK_231700.1	LBRM2903_230026100	54.9	463	184
LdBPK_301790.1	LBRM2903_170015500	54.9	628	232
LdBPK_312050.1	LBRM2903_310031000	54.9	621	256
LdBPK_312200.1	LBRM2903_310033500	54.9	1055	433
LdBPK_322530.1	LBRM2903_320033100	54.9	650	225
LdBPK_341640.1	LBRM2903_200019000	54.9	388	160
LdBPK_090630.1	LBRM2903_090011500	54.8	283	128
LdBPK_120750.1	LBRM2903_200077700	54.8	629	268
LdBPK_271260.1	LBRM2903_270020400	54.8	361	162
LdBPK_282670.1	LBRM2903_280033600	54.8	299	131
LdBPK_311340.1	LBRM2903_310018400	54.8	1622	703
LdBPK_323710.1	LBRM2903_320047300	54.8	451	193
LdBPK_220560.1	LBRM2903_240009700	54.7	620	261
LdBPK_301980.1	LBRM2903_300025300	54.7	139	49
LdBPK_073400.1	LBRM2903_310019100	54.7	53	24
LdBPK_332310.1	LBRM2903_330032200	54.7	764	318
LdBPK_130200.1	LBRM2903_130007100	54.6	577	256
LdBPK_180770.1	LBRM2903_180014000	54.6	1785	682
LdBPK_190600.1	LBRM2903_190014900	54.6	689	248
LdBPK_200640.1	LBRM2903_200062100	54.6	610	218
LdBPK_332460.1	LBRM2903_330033800	54.6	1068	478
LdBPK_020490.1	LBRM2903_020010900	54.5	1357	550
LdBPK_191300.1	LBRM2903_190021100	54.5	977	421
LdBPK_261830.1	LBRM2903_230029600	54.5	585	252
LdBPK_262060.1	LBRM2903_260024500	54.5	1116	475
LdBPK_322710.1	LBRM2903_320035500	54.5	771	335
LdBPK_342520.1	LBRM2903_200033100	54.5	574	239
LdBPK_230940.1	LBRM2903_230017500	54.4	1424	555
LdBPK_240380.1	LBRM2903_240008800	54.4	1007	409
LdBPK_362240.1	LBRM2903_350030100	54.4	794	338
LdBPK_100440.1	LBRM2903_100009900	54.3	477	207
LdBPK_271700.1	LBRM2903_270025600	54.3	1796	746
LdBPK_366480.1	LBRM2903_350076900	54.3	1244	521
LdBPK_020460.1	LBRM2903_020010500	54.2	736	291
LdBPK_281670.1	LBRM2903_280023200	54.2	871	354
LdBPK_312730.1	LBRM2903_310039300	54.2	480	219
LdBPK_341010.1	LBRM2903_200016600	54.2	168	77
LdBPK_071010.1	LBRM2903_070017800	54.1	1504	589
LdBPK_211020.1	LBRM2903_210015100	54.1	1622	681
LdBPK_242240.1	LBRM2903_240029900	54.1	133	60
LdBPK_300960.1	LBRM2903_300015800	54.1	690	301
LdBPK_341150.1	LBRM2903_200055600	54.1	170	78
LdBPK_140180.1	LBRM2903_130006000	54	504	231
LdBPK_200970.1	LBRM2903_200065900	54	3424	1214
LdBPK_250880.1	LBRM2903_250016200	54	1212	446
LdBPK_333160.1	LBRM2903_330041000	54	882	336
LdBPK_030270.1	LBRM2903_030007900	53.9	1051	383
LdBPK_312900.1	LBRM2903_310041500	53.9	243	111
LdBPK_010770.1	LBRM2903_010013300	53.8	251	100
LdBPK_271270.1	LBRM2903_270020500	53.8	329	122
LdBPK_311470.1	LBRM2903_310026000	53.8	78	36
LdBPK_333150.1	LBRM2903_330040900	53.8	355	115
LdBPK_030790.1	LBRM2903_030012900	53.7	2574	789
LdBPK_080390.1	LBRM2903_080009400	53.7	1973	828
LdBPK_330840.1	LBRM2903_330014500	53.7	1699	746
LdBPK_341260.1	LBRM2903_200021000	53.7	495	216
LdBPK_040610.1	LBRM2903_040012300	53.6	1378	432
LdBPK_071050.1	LBRM2903_070018000	53.6	1359	573
LdBPK_030800.1	LBRM2903_030013000	53.5	1101	386
LdBPK_190870.1	LBRM2903_100008700	53.5	632	266
LdBPK_191350.1	LBRM2903_190022100	53.5	71	32
LdBPK_221180.1	LBRM2903_220018700	53.4	339	127
LdBPK_251030.1	LBRM2903_250017800	53.4	294	125
LdBPK_120460.1	LBRM2903_120010800	53.3	1511	609
LdBPK_140850.1	LBRM2903_140013300	53.3	2814	1154
LdBPK_220110.1	LBRM2903_220007600	53.3	321	149
LdBPK_280270.1	LBRM2903_280010500	53.3	227	97
LdBPK_342960.1	LBRM2903_200040000	53.3	403	181
LdBPK_354280.1	LBRM2903_340051600	53.3	137	63
LdBPK_030260.1	LBRM2903_030007700	53.2	231	95
LdBPK_040830.1	LBRM2903_040014900	53.2	624	230
LdBPK_080620.1	LBRM2903_080010600	53.2	141	66
LdBPK_110940.1	LBRM2903_110014100	53.2	735	279
LdBPK_150920.1	LBRM2903_150014800	53.2	327	118
LdBPK_364920.1	LBRM2903_350060200	53.2	1811	802
LdBPK_190510.1	LBRM2903_190013000	53.1	1606	615
LdBPK_262120.1	LBRM2903_260025100	53.1	4227	1788
LdBPK_060440.1	LBRM2903_060010000	53	336	157
LdBPK_060930.1	LBRM2903_060015600	53	1905	785
LdBPK_332810.1	LBRM2903_330037400	53	1246	506
LdBPK_361880.1	LBRM2903_350026300	53	247	116
LdBPK_161030.1	LBRM2903_160018200	52.9	227	79
LdBPK_170490.1	LBRM2903_170010200	52.9	1909	735
LdBPK_310760.1	LBRM2903_310016500	52.9	87	41
LdBPK_332320.1	LBRM2903_330032300	52.9	391	176
LdBPK_342600.1	LBRM2903_200033600	52.9	342	152
LdBPK_351630.1	LBRM2903_340021700	52.9	403	115
LdBPK_360060.1	LBRM2903_350006500	52.9	138	63
LdBPK_260630.1	LBRM2903_260011500	52.8	377	176
LdBPK_352480.1	LBRM2903_340031300	52.8	515	243
LdBPK_353240.1	LBRM2903_340039700	52.8	909	402
LdBPK_364370.1	LBRM2903_350054700	52.8	335	144
LdBPK_080780.1	LBRM2903_100024200	52.7	182	85
LdBPK_170960.1	LBRM2903_170017200	52.7	148	50
LdBPK_171270.1	LBRM2903_170019900	52.7	621	258
LdBPK_201780.1	LBRM2903_200075100	52.7	112	53
LdBPK_241480.1	LBRM2903_240021400	52.7	821	354
LdBPK_321580.1	LBRM2903_320022900	52.7	167	65
LdBPK_080720.1	LBRM2903_180009600	52.6	173	80
LdBPK_120440.1	LBRM2903_120010500	52.6	601	282
LdBPK_131430.1	LBRM2903_110009100	52.6	612	261
LdBPK_150890.1	LBRM2903_150015000	52.6	884	324
LdBPK_201300.1	LBRM2903_200069700	52.6	842	340
LdBPK_301830.1	LBRM2903_170015000	52.6	836	381
LdBPK_333190.1	LBRM2903_330041500	52.6	1066	417
LdBPK_333400.1	LBRM2903_330044000	52.6	466	204
LdBPK_351040.1	LBRM2903_340016100	52.6	437	200
LdBPK_366210.1	LBRM2903_350074000	52.6	392	180
LdBPK_030530.1	LBRM2903_030010300	52.5	1480	603
LdBPK_060790.1	LBRM2903_060013900	52.5	591	277
LdBPK_150390.1	LBRM2903_150009000	52.5	61	28
LdBPK_241020.1	LBRM2903_240016100	52.5	545	244
LdBPK_301930.1	LBRM2903_300024800	52.5	1199	487
LdBPK_362250.1	LBRM2903_350030200	52.5	1110	478
LdBPK_050530.1	LBRM2903_050010500	52.4	1115	432
LdBPK_270900.1	LBRM2903_270017100	52.4	420	198
LdBPK_191130.1	LBRM2903_190019000	52.3	828	289
LdBPK_211730.1	LBRM2903_210022700	52.3	677	304
LdBPK_365990.1	LBRM2903_350071500	52.3	728	308
LdBPK_250040.1	LBRM2903_250005400	52.2	1262	580
LdBPK_312180.1	LBRM2903_310033300	52.2	772	345
LdBPK_312300.1	LBRM2903_310034400	52.2	450	209
LdBPK_354750.1	LBRM2903_340057100	52.2	67	32
LdBPK_271020.1	LBRM2903_270018300	52.1	589	241
LdBPK_360850.1	LBRM2903_350014700	52.1	560	266
LdBPK_271080.1	LBRM2903_270018900	52	423	193
LdBPK_060830.1	LBRM2903_060014500	51.9	1661	710
LdBPK_180970.1	LBRM2903_180016000	51.8	2000	707
LdBPK_241290.1	LBRM2903_240019000	51.8	168	79
LdBPK_312480.1	LBRM2903_310036500	51.8	1232	578
LdBPK_332140.1	LBRM2903_330030100	51.8	735	304
LdBPK_341700.1	LBRM2903_200055700	51.8	166	80
LdBPK_151300b.1	LBRM2903_150019500	51.7	1981	733
LdBPK_161080.1	LBRM2903_160018200	51.7	271	106
LdBPK_354290.1	LBRM2903_340051800	51.7	601	288
LdBPK_010570.1	LBRM2903_010011000	51.6	440	140
LdBPK_261440.1	LBRM2903_260020000	51.6	335	155
LdBPK_290540.1	LBRM2903_290011400	51.6	1750	745
LdBPK_291720.1	LBRM2903_290024000	51.6	702	330
LdBPK_292540.1	LBRM2903_290030800	51.6	774	334
LdBPK_311840.1	LBRM2903_290023600	51.6	95	46
LdBPK_312290.1	LBRM2903_310034300	51.6	2030	908
LdBPK_030160.1	LBRM2903_030006700	51.5	136	66
LdBPK_201040.1	LBRM2903_200066500	51.5	340	161
LdBPK_220920.1	LBRM2903_220015700	51.5	2604	996
LdBPK_362200.1	LBRM2903_350029700	51.5	1293	557
LdBPK_211500.1	LBRM2903_210020100	51.4	502	226
LdBPK_241930.1	LBRM2903_240027100	51.4	551	249
LdBPK_332550.1	LBRM2903_330034700	51.4	173	84
LdBPK_044340.1	LBRM2903_200035800	51.4	181	87
LdBPK_341670.1	LBRM2903_130019600	51.4	185	90
LdBPK_030290.1	LBRM2903_030008000	51.3	1910	758
LdBPK_180930.1	LBRM2903_180015600	51.3	944	358
LdBPK_211920.1	LBRM2903_210024500	51.3	612	284
LdBPK_231170.1	LBRM2903_230020300	51.3	232	112
LdBPK_340550.1	LBRM2903_200011300	51.3	493	232
LdBPK_361550.1	LBRM2903_350022500	51.3	1278	535
LdBPK_131630.1	LBRM2903_130020500	51.2	252	121
LdBPK_120800.1	LBRM2903_200077100	51.1	380	150
LdBPK_311330.1	LBRM2903_310018100	51.1	1535	723
LdBPK_050770.1	LBRM2903_050013400	51	1381	564
LdBPK_101150.1	LBRM2903_100020700	51	575	279
LdBPK_321600.1	LBRM2903_320023200	51	500	237
LdBPK_332900.1	LBRM2903_330038400	51	862	377
LdBPK_341580.1	LBRM2903_200024600	51	946	422
LdBPK_361280.1	LBRM2903_350019400	51	198	82
LdBPK_361900.1	LBRM2903_350026500	51	894	411
LdBPK_070800.1	LBRM2903_070015000	50.9	587	273
LdBPK_262170.1	LBRM2903_260025500	50.8	1336	617
LdBPK_291520.1	LBRM2903_290021800	50.8	1276	574
LdBPK_341730.1	LBRM2903_200008700	50.8	177	80
LdBPK_040060.1	LBRM2903_040005800	50.7	544	250
LdBPK_040950.1	LBRM2903_040013700	50.7	213	12
LdBPK_050620.1	LBRM2903_050011500	50.7	442	151
LdBPK_161120.1	LBRM2903_160018600	50.7	623	262
LdBPK_321250.1	LBRM2903_320018700	50.7	574	261
LdBPK_140400.1	LBRM2903_140009100	50.6	310	152
LdBPK_191080.1	LBRM2903_190018600	50.6	1353	586
LdBPK_080220.1	LBRM2903_080007400	50.5	523	233
LdBPK_080790.1	LBRM2903_200018800	50.5	93	46
LdBPK_231550.1	LBRM2903_230024300	50.4	682	328
LdBPK_241430.1	LBRM2903_240019500	50.2	271	62
LdBPK_261490.1	LBRM2903_260020800	50.1	1613	599
LdBPK_361020.1	LBRM2903_350016600	50.1	700	340
LdBPK_080670.1	LBRM2903_310030000	50	500	224
LdBPK_080750.1	LBRM2903_200034400	50	100	49
LdBPK_120430.1	LBRM2903_120010600	50	536	251
LdBPK_120860.1	LBRM2903_200076100	50	640	301
LdBPK_310740.1	LBRM2903_310016100	50	128	63
LdBPK_311410.1	LBRM2903_310025000	50	550	265
LdBPK_350830.1	LBRM2903_340013700	50	1239	403
LdBPK_341210.1	LBRM2903_200020100	49.9	2424	984
LdBPK_050700.1	LBRM2903_050012500	49.8	1258	554
LdBPK_313140.1	LBRM2903_310044400	49.8	814	377
LdBPK_331050.1	LBRM2903_330016800	49.8	201	70
LdBPK_080710.1	LBRM2903_200035800	49.7	189	91
LdBPK_271840.1	LBRM2903_270027600	49.7	344	172
LdBPK_250810.1	LBRM2903_250015500	49.6	361	119
LdBPK_364950.1	LBRM2903_350060600	49.5	1929	493
LdBPK_322080.1	LBRM2903_320028100	49.4	478	238
LdBPK_321620.1	LBRM2903_320023300	49.3	205	94
LdBPK_366520.1	LBRM2903_130006000	49.3	343	171
LdBPK_311780.1	LBRM2903_310029500	49.2	128	49
LdBPK_312500.1	LBRM2903_310036700	49.2	197	92
LdBPK_170460.1	LBRM2903_170009900	49.1	835	345
LdBPK_171560.1	LBRM2903_170023500	49.1	501	208
LdBPK_292590.1	LBRM2903_290031400	49.1	753	303
LdBPK_311910.1	LBRM2903_310030600	49.1	265	127
LdBPK_361520.1	LBRM2903_350022200	49.1	627	316
LdBPK_340710.1	LBRM2903_200013300	49	1028	207
LdBPK_361600.1	LBRM2903_350023200	49	365	183
LdBPK_362480.1	LBRM2903_300036200	49	351	158
LdBPK_302350.1	LBRM2903_300029300	48.9	1185	567
LdBPK_040490.1	LBRM2903_040010500	48.8	3148	1278
LdBPK_050760.1	LBRM2903_050013200	48.8	1498	495
LdBPK_110010.1	LBRM2903_190007900	48.8	168	86
LdBPK_090850.1	LBRM2903_090014000	48.7	1375	531
LdBPK_341690.1	LBRM2903_200055700	48.7	193	92
LdBPK_020150.1	LBRM2903_020006500	48.6	624	156
LdBPK_041030.1	LBRM2903_040017700	48.6	148	76
LdBPK_313130.1	LBRM2903_310044000	48.6	432	216
LdBPK_030830.1	LBRM2903_030013500	48.4	2418	799
LdBPK_292190.1	LBRM2903_290027000	48.4	376	170
LdBPK_311940.1	LBRM2903_310031400	48.4	862	427
LdBPK_050870.1	LBRM2903_050014400	48.3	1990	781
LdBPK_261110.1	LBRM2903_260016500	48.3	1781	782
LdBPK_343350.1	LBRM2903_200045500	48.2	1054	425
LdBPK_311320.1	LBRM2903_310018000	48.1	1028	521
LdBPK_140830.1	LBRM2903_140013100	47.9	397	180
LdBPK_292380.1	LBRM2903_290029300	47.9	307	158
LdBPK_312170.1	LBRM2903_310033100	47.9	338	158
LdBPK_333240.1	LBRM2903_330042200	47.9	1980	895
