Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_081100.1	LBRM2903_080017400	91	1248	111
LdBPK_090050.1	LBRM2903_090005400	91	321	27
LdBPK_140980.1	LBRM2903_140014700	91	1548	121
LdBPK_161100.1	LBRM2903_160018300	91	100	8
LdBPK_201750.1	LBRM2903_200074800	91	1018	92
LdBPK_221230.1	LBRM2903_220019200	91	268	24
LdBPK_230280.1	LBRM2903_230008500	91	189	17
LdBPK_252170.1	LBRM2903_250029900	91	156	14
LdBPK_290250.1	LBRM2903_290007800	91	510	46
LdBPK_292610.1	LBRM2903_290031600	91	445	40
LdBPK_302590.1	LBRM2903_300032000	91	622	56
LdBPK_310220.1	LBRM2903_310009900	91	522	46
LdBPK_320080.1	LBRM2903_320006100	91	421	38
LdBPK_322280.1	LBRM2903_320030300	91	1082	97
LdBPK_364670.1	LBRM2903_350057700	91	676	61
LdBPK_101390.1	LBRM2903_100023600	90.9	318	29
LdBPK_140450.1	LBRM2903_140009600	90.9	363	33
LdBPK_150280.1	LBRM2903_150007700	90.9	405	37
LdBPK_170320.1	LBRM2903_170008300	90.9	274	24
LdBPK_211250.1	LBRM2903_210017000	90.9	470	43
LdBPK_230860.1	LBRM2903_230016700	90.9	441	40
LdBPK_250260.1	LBRM2903_250007800	90.9	88	8
LdBPK_272390.1	LBRM2903_270033700	90.9	241	22
LdBPK_280100.1	LBRM2903_280006600	90.9	77	7
LdBPK_282750.1	LBRM2903_280033700	90.9	143	13
LdBPK_291940.1	LBRM2903_310006400	90.9	473	43
LdBPK_300130.1	LBRM2903_300006800	90.9	536	49
LdBPK_302740.1	LBRM2903_300033600	90.9	407	31
LdBPK_341440.1	LBRM2903_200022900	90.9	405	37
LdBPK_362100.1	LBRM2903_350028300	90.9	99	9
LdBPK_365400.1	LBRM2903_350065200	90.9	209	19
LdBPK_040330.1	LBRM2903_040008300	90.8	184	17
LdBPK_040440.1	LBRM2903_040010000	90.8	477	43
LdBPK_040770.1	LBRM2903_040013800	90.8	174	14
LdBPK_070220.1	LBRM2903_070005900	90.8	185	17
LdBPK_091020.1	LBRM2903_090016000	90.8	404	36
LdBPK_171080.1	LBRM2903_170017600	90.8	740	68
LdBPK_191440.1	LBRM2903_190022900	90.8	228	21
LdBPK_201230.1	LBRM2903_200068900	90.8	687	63
LdBPK_211230.1	LBRM2903_210016800	90.8	142	13
LdBPK_240120.1	LBRM2903_240006000	90.8	555	51
LdBPK_240320.1	LBRM2903_240008300	90.8	1042	94
LdBPK_241010.1	LBRM2903_240016000	90.8	546	50
LdBPK_241680.1	LBRM2903_240023900	90.8	119	11
LdBPK_270190.1	LBRM2903_270007200	90.8	238	22
LdBPK_271890.1	LBRM2903_270028100	90.8	109	10
LdBPK_271970.1	LBRM2903_270029400	90.8	196	18
LdBPK_282600.1	LBRM2903_280032900	90.8	391	34
LdBPK_300200.1	LBRM2903_300007700	90.8	119	11
LdBPK_320620.1	LBRM2903_320011800	90.8	316	29
LdBPK_320660.1	LBRM2903_320012200	90.8	184	17
LdBPK_340830.1	LBRM2903_200014100	90.8	218	20
LdBPK_353910.1	LBRM2903_340048100	90.8	337	31
LdBPK_354530.1	LBRM2903_340054500	90.8	76	7
LdBPK_361320.1	LBRM2903_350019900	90.8	370	34
LdBPK_363190.1	LBRM2903_350041300	90.8	131	12
LdBPK_363630.1	LBRM2903_350046800	90.8	1011	93
LdBPK_364320.1	LBRM2903_350054200	90.8	174	16
LdBPK_061330.1	LBRM2903_060020200	90.7	301	28
LdBPK_110700.1	LBRM2903_110009800	90.7	226	21
LdBPK_160960.1	LBRM2903_160016100	90.7	464	43
LdBPK_210120.1	LBRM2903_210005700	90.7	454	42
LdBPK_220140.1	LBRM2903_220007800	90.7	75	7
LdBPK_240090.1	LBRM2903_240005700	90.7	227	21
LdBPK_242110.1	LBRM2903_240028800	90.7	259	24
LdBPK_303170.1	LBRM2903_300038000	90.7	966	90
LdBPK_323110.1	LBRM2903_320039900	90.7	151	14
LdBPK_344170.1	LBRM2903_200054400	90.7	108	10
LdBPK_360360.1	LBRM2903_350009600	90.7	474	44
LdBPK_020680.1	LBRM2903_270034700	90.6	816	77
LdBPK_040290.1	LBRM2903_040008000	90.6	267	25
LdBPK_110040.1	LBRM2903_190007600	90.6	298	28
LdBPK_120620.1	LBRM2903_120012700	90.6	340	31
LdBPK_151250.1	LBRM2903_150019000	90.6	106	10
LdBPK_221210.1	LBRM2903_220019000	90.6	362	34
LdBPK_231880.1	LBRM2903_230028000	90.6	245	23
LdBPK_240790.1	LBRM2903_240013800	90.6	573	54
LdBPK_283160.1	LBRM2903_280039000	90.6	734	69
LdBPK_290060.1	LBRM2903_290006000	90.6	395	37
LdBPK_320800.1	LBRM2903_320013700	90.6	106	10
LdBPK_330670.1	LBRM2903_330012000	90.6	417	39
LdBPK_331660.1	LBRM2903_330024600	90.6	254	24
LdBPK_354640.1	LBRM2903_340056000	90.6	138	13
LdBPK_360530.1	LBRM2903_350011400	90.6	510	48
LdBPK_361870.1	LBRM2903_350026200	90.6	759	69
LdBPK_030180.1	LBRM2903_030006900	90.5	210	20
LdBPK_030670.1	LBRM2903_030011800	90.5	2211	202
LdBPK_080250.1	LBRM2903_080007700	90.5	262	25
LdBPK_201640.1	LBRM2903_200073500	90.5	316	30
LdBPK_211290.1	LBRM2903_210017500	90.5	190	18
LdBPK_241760.1	LBRM2903_240025200	90.5	379	36
LdBPK_280810.1	LBRM2903_280013400	90.5	736	70
LdBPK_323590.1	LBRM2903_320045100	90.5	600	57
LdBPK_363450.1	LBRM2903_350044600	90.5	275	26
LdBPK_365870.1	LBRM2903_350070300	90.5	1100	104
LdBPK_366580.1	LBRM2903_350077800	90.5	2614	247
LdBPK_040260.1	LBRM2903_040007700	90.4	480	46
LdBPK_070240.1	LBRM2903_070006100	90.4	1248	120
LdBPK_191010.1	LBRM2903_190014000	90.4	633	61
LdBPK_250130.1	LBRM2903_250006500	90.4	634	61
LdBPK_271400.1	LBRM2903_270022000	90.4	157	15
LdBPK_282230.1	LBRM2903_280029200	90.4	627	60
LdBPK_290410.1	LBRM2903_290009900	90.4	166	16
LdBPK_300760.1	LBRM2903_300014000	90.4	219	20
LdBPK_300880.1	LBRM2903_300015000	90.4	250	23
LdBPK_300900.1	LBRM2903_300015200	90.4	146	14
LdBPK_302480.1	LBRM2903_300030900	90.4	502	48
LdBPK_303490.1	LBRM2903_300041900	90.4	667	64
LdBPK_303610.1	LBRM2903_300043100	90.4	508	49
LdBPK_344160.1	LBRM2903_200054300	90.4	2437	235
LdBPK_354440.1	LBRM2903_340053600	90.4	114	11
LdBPK_354710.1	LBRM2903_340056700	90.4	114	11
LdBPK_040180.1	LBRM2903_040007000	90.3	31	3
LdBPK_110410.1	LBRM2903_110005800	90.3	804	70
LdBPK_130960.1	LBRM2903_130014900	90.3	308	30
LdBPK_140080.1	LBRM2903_140005700	90.3	278	27
LdBPK_151630.1	LBRM2903_150022700	90.3	380	36
LdBPK_160240.1	LBRM2903_160007600	90.3	175	17
LdBPK_170770.1	LBRM2903_170013600	90.3	476	37
LdBPK_210700.1	LBRM2903_210011600	90.3	589	57
LdBPK_251520.1	LBRM2903_250023000	90.3	773	74
LdBPK_252300.1	LBRM2903_250031100	90.3	310	30
LdBPK_270430.1	LBRM2903_270010500	90.3	288	28
LdBPK_271310.1	LBRM2903_270021000	90.3	144	13
LdBPK_280650.1	LBRM2903_280011800	90.3	4241	403
LdBPK_292420.1	LBRM2903_290029600	90.3	267	26
LdBPK_300640.1	LBRM2903_300012800	90.3	216	21
LdBPK_321540.1	LBRM2903_320022500	90.3	472	45
LdBPK_321930.1	LBRM2903_320026600	90.3	216	21
LdBPK_323970.1	LBRM2903_320050300	90.3	359	35
LdBPK_332680.1	LBRM2903_330036000	90.3	423	41
LdBPK_343240.1	LBRM2903_200044000	90.3	475	46
LdBPK_351260.1	LBRM2903_340017900	90.3	227	22
LdBPK_360420.1	LBRM2903_350010200	90.3	576	55
LdBPK_360490.1	LBRM2903_350011000	90.3	617	60
LdBPK_364420.1	LBRM2903_350055200	90.3	987	93
LdBPK_365040.1	LBRM2903_350061500	90.3	278	27
LdBPK_140040.1	LBRM2903_140005300	90.2	1022	100
LdBPK_180380.1	LBRM2903_180009000	90.2	1131	106
LdBPK_210300.1	LBRM2903_210007500	90.2	471	46
LdBPK_261530.1	LBRM2903_260021200	90.2	726	71
LdBPK_270150.1	LBRM2903_270006800	90.2	183	18
LdBPK_303390.1	LBRM2903_210017500	90.2	92	9
LdBPK_343390.1	LBRM2903_200045900	90.2	173	17
LdBPK_351730.1	LBRM2903_340022700	90.2	1164	114
LdBPK_362770.1	LBRM2903_350036100	90.2	550	54
LdBPK_363440.1	LBRM2903_350044500	90.2	1168	114
LdBPK_366890.1	LBRM2903_350082400	90.2	193	19
LdBPK_050070.1	LBRM2903_050005600	90.1	91	9
LdBPK_081020.1	LBRM2903_080016600	90.1	547	53
LdBPK_090200.1	LBRM2903_090006700	90.1	121	12
LdBPK_150820.1	LBRM2903_150015700	90.1	655	65
LdBPK_151610.1	LBRM2903_150022500	90.1	415	41
LdBPK_211860.1	LBRM2903_210023800	90.1	535	53
LdBPK_261550.1	LBRM2903_260021500	90.1	685	68
LdBPK_270260.1	LBRM2903_270007800	90.1	395	39
LdBPK_282270.1	LBRM2903_280029600	90.1	717	71
LdBPK_331150.1	LBRM2903_330017900	90.1	203	20
LdBPK_340380.1	LBRM2903_200009200	90.1	1297	119
LdBPK_352400.1	LBRM2903_340030500	90.1	484	48
LdBPK_361030.1	LBRM2903_350016700	90.1	192	19
LdBPK_365920.1	LBRM2903_350070800	90.1	697	69
LdBPK_367290.1	LBRM2903_350086400	90.1	393	39
LdBPK_020240.1	LBRM2903_020008100	90	60	6
LdBPK_030420.1	LBRM2903_030009000	90	60	6
LdBPK_030880.1	LBRM2903_030014000	90	380	30
LdBPK_050570.1	LBRM2903_050011000	90	412	39
LdBPK_101380.1	LBRM2903_100023500	90	321	31
LdBPK_200550.1	LBRM2903_200061100	90	409	41
LdBPK_230370.1	LBRM2903_230009300	90	220	22
LdBPK_240010.1	LBRM2903_240005000	90	460	46
LdBPK_240780.1	LBRM2903_240013700	90	570	57
LdBPK_052580.1	LBRM2903_250021100	90	20	2
LdBPK_260320.1	LBRM2903_260008400	90	448	45
LdBPK_261000.1	LBRM2903_260015400	90	4043	405
LdBPK_280940.1	LBRM2903_280014600	90	971	96
LdBPK_291400.1	LBRM2903_290020400	90	627	63
LdBPK_300490.1	LBRM2903_300011400	90	469	47
LdBPK_300570.1	LBRM2903_300012100	90	609	61
LdBPK_312920.1	LBRM2903_310041700	90	271	25
LdBPK_320550.1	LBRM2903_320010800	90	150	15
LdBPK_330530.1	LBRM2903_330010500	90	349	35
LdBPK_351470.1	LBRM2903_340020100	90	329	33
LdBPK_351570.1	LBRM2903_340021100	90	349	35
LdBPK_365120.1	LBRM2903_350062300	90	221	22
LdBPK_365580.1	LBRM2903_350067600	90	1255	126
LdBPK_050020.1	LBRM2903_050005100	89.9	139	14
LdBPK_070130.1	LBRM2903_070010000	89.9	513	16
LdBPK_070390.1	LBRM2903_070007700	89.9	119	12
LdBPK_101030.1	LBRM2903_100019100	89.9	533	54
LdBPK_101210.1	LBRM2903_100021600	89.9	139	14
LdBPK_110260.1	LBRM2903_190005200	89.9	595	58
LdBPK_181170.1	LBRM2903_180018100	89.9	109	11
LdBPK_201410.1	LBRM2903_200070800	89.9	357	32
LdBPK_210400.1	LBRM2903_210008500	89.9	467	47
LdBPK_210890.1	LBRM2903_210013600	89.9	740	75
LdBPK_220550.1	LBRM2903_240009800	89.9	99	10
LdBPK_240230.1	LBRM2903_240007100	89.9	465	47
LdBPK_240280.1	LBRM2903_240007800	89.9	238	24
LdBPK_250120.1	LBRM2903_250006400	89.9	258	26
LdBPK_270570.1	LBRM2903_270013500	89.9	278	28
LdBPK_280690.1	LBRM2903_280012200	89.9	358	35
LdBPK_282180.1	LBRM2903_280028700	89.9	198	20
LdBPK_290810.1	LBRM2903_290014400	89.9	296	30
LdBPK_303430.1	LBRM2903_300041200	89.9	527	53
LdBPK_310960.1	LBRM2903_310019400	89.9	79	8
LdBPK_311650.1	LBRM2903_310027800	89.9	179	18
LdBPK_320470.1	LBRM2903_320010200	89.9	278	28
LdBPK_354130.1	LBRM2903_340050100	89.9	338	34
LdBPK_030370.1	LBRM2903_030008700	89.8	49	5
LdBPK_041160.1	LBRM2903_040019200	89.8	167	17
LdBPK_080580.1	LBRM2903_080011000	89.8	236	24
LdBPK_101460.1	LBRM2903_100005000	89.8	394	40
LdBPK_141080.1	LBRM2903_140015900	89.8	313	32
LdBPK_151070.1	LBRM2903_150017000	89.8	1020	104
LdBPK_170750.1	LBRM2903_170013000	89.8	196	20
LdBPK_180350.1	LBRM2903_180008700	89.8	382	39
LdBPK_200060.1	LBRM2903_200056400	89.8	157	16
LdBPK_220540.1	LBRM2903_240009900	89.8	157	16
LdBPK_221060.1	LBRM2903_220017000	89.8	777	76
LdBPK_230020.1	LBRM2903_230005000	89.8	383	39
LdBPK_242120.1	LBRM2903_240028900	89.8	88	9
LdBPK_250940.1	LBRM2903_250016800	89.8	177	18
LdBPK_251720.1	LBRM2903_250025400	89.8	236	19
LdBPK_252260.1	LBRM2903_250030700	89.8	236	24
LdBPK_260050.1	LBRM2903_260005500	89.8	294	30
LdBPK_260470.1	LBRM2903_260009900	89.8	334	26
LdBPK_260710.1	LBRM2903_260012300	89.8	843	86
LdBPK_271920.1	LBRM2903_270028900	89.8	197	20
LdBPK_282330.1	LBRM2903_280030200	89.8	245	25
LdBPK_291380.1	LBRM2903_290020200	89.8	118	12
LdBPK_291990.1	LBRM2903_310007100	89.8	108	11
LdBPK_302980.1	LBRM2903_300036100	89.8	225	23
LdBPK_321500.1	LBRM2903_320022100	89.8	147	15
LdBPK_322950.1	LBRM2903_320038400	89.8	283	27
LdBPK_330630.1	LBRM2903_330011700	89.8	875	89
LdBPK_332430.1	LBRM2903_330033500	89.8	391	40
LdBPK_332750.1	LBRM2903_330036800	89.8	482	49
LdBPK_344060.1	LBRM2903_200052900	89.8	98	10
LdBPK_354470.1	LBRM2903_340053900	89.8	206	20
LdBPK_354730.1	LBRM2903_340056900	89.8	430	44
LdBPK_354760.1	LBRM2903_340057200	89.8	314	32
LdBPK_360340.1	LBRM2903_350009400	89.8	206	21
LdBPK_360470.1	LBRM2903_350010800	89.8	482	49
LdBPK_363150.1	LBRM2903_350040800	89.8	954	97
LdBPK_366360.1	LBRM2903_350075500	89.8	557	57
LdBPK_367000.1	LBRM2903_350083600	89.8	372	38
LdBPK_020330.1	LBRM2903_020009300	89.7	380	36
LdBPK_050520.1	LBRM2903_050010400	89.7	340	35
LdBPK_050880.1	LBRM2903_050014500	89.7	184	14
LdBPK_090090.1	LBRM2903_090005800	89.7	1281	131
LdBPK_090380.1	LBRM2903_090007300	89.7	503	52
LdBPK_101260.1	LBRM2903_100022100	89.7	223	21
LdBPK_120030.1	LBRM2903_120005200	89.7	281	29
LdBPK_130290.1	LBRM2903_130007900	89.7	600	54
LdBPK_141400.1	LBRM2903_140019600	89.7	464	48
LdBPK_170300.1	LBRM2903_170008100	89.7	359	37
LdBPK_180460.1	LBRM2903_180010000	89.7	232	24
LdBPK_241100.1	LBRM2903_240019100	89.7	435	39
LdBPK_252480.1	LBRM2903_250032900	89.7	233	24
LdBPK_260190.1	LBRM2903_260007100	89.7	406	42
LdBPK_261010.1	LBRM2903_260015500	89.7	759	78
LdBPK_270930.1	LBRM2903_270017400	89.7	437	45
LdBPK_280680.1	LBRM2903_280012100	89.7	68	7
LdBPK_280840.1	LBRM2903_280013600	89.7	455	47
LdBPK_281020.1	LBRM2903_280015600	89.7	261	27
LdBPK_301170.1	LBRM2903_300017800	89.7	619	59
LdBPK_302600.1	LBRM2903_300032100	89.7	214	22
LdBPK_312830.1	LBRM2903_310040700	89.7	406	42
LdBPK_320750.1	LBRM2903_320013200	89.7	116	12
LdBPK_355160.1	LBRM2903_340062100	89.7	478	48
LdBPK_360180.1	LBRM2903_350007900	89.7	155	16
LdBPK_361950.1	LBRM2903_350027000	89.7	876	90
LdBPK_363510.1	LBRM2903_350045300	89.7	195	20
LdBPK_364200.1	LBRM2903_350052900	89.7	194	20
LdBPK_366310.1	LBRM2903_350075000	89.7	330	34
LdBPK_030580.1	LBRM2903_030010600	89.6	405	42
LdBPK_071210.1	LBRM2903_070020200	89.6	1245	127
LdBPK_090830.1	LBRM2903_090013800	89.6	250	26
LdBPK_150710.1	LBRM2903_150012800	89.6	201	21
LdBPK_161420.1	LBRM2903_160021600	89.6	1815	183
LdBPK_161450.1	LBRM2903_160021900	89.6	182	19
LdBPK_180320.1	LBRM2903_180008400	89.6	260	27
LdBPK_210150.1	LBRM2903_210006000	89.6	192	20
LdBPK_210820.1	LBRM2903_070021000	89.6	106	11
LdBPK_212120.1	LBRM2903_210026200	89.6	385	40
LdBPK_241570.1	LBRM2903_240019300	89.6	48	5
LdBPK_271580.1	LBRM2903_270024000	89.6	546	46
LdBPK_272220.1	LBRM2903_270032000	89.6	699	66
LdBPK_303630.1	LBRM2903_300043300	89.6	268	26
LdBPK_311690.1	LBRM2903_310028200	89.6	279	29
LdBPK_323130.1	LBRM2903_320040200	89.6	125	12
LdBPK_361840.1	LBRM2903_350025900	89.6	509	52
LdBPK_363970.1	LBRM2903_350050400	89.6	316	33
LdBPK_366540.1	LBRM2903_350075700	89.6	135	14
LdBPK_367330.1	LBRM2903_350087000	89.6	163	17
LdBPK_040350.1	LBRM2903_040008600	89.5	190	17
LdBPK_090170.1	LBRM2903_090006700	89.5	124	13
LdBPK_130610.1	LBRM2903_130011100	89.5	342	36
LdBPK_131260.1	LBRM2903_130017800	89.5	837	88
LdBPK_161170.1	LBRM2903_160019200	89.5	237	22
LdBPK_190410.1	LBRM2903_190011900	89.5	124	13
LdBPK_191580.1	LBRM2903_190025100	89.5	401	32
LdBPK_221430.1	LBRM2903_220021700	89.5	363	38
LdBPK_240770.1	LBRM2903_240013600	89.5	1098	114
LdBPK_262530.1	LBRM2903_260030200	89.5	143	15
LdBPK_072480.1	LBRM2903_270020800	89.5	323	34
LdBPK_271900.1	LBRM2903_270028200	89.5	928	93
LdBPK_280740.1	LBRM2903_280012700	89.5	477	43
LdBPK_282450.1	LBRM2903_280031200	89.5	1402	142
LdBPK_322640.1	LBRM2903_320034700	89.5	162	17
LdBPK_323530.1	LBRM2903_320044500	89.5	114	12
LdBPK_330580.1	LBRM2903_330011100	89.5	351	37
LdBPK_341090.1	LBRM2903_200017100	89.5	456	48
LdBPK_350330.1	LBRM2903_340008600	89.5	334	35
LdBPK_354680.1	LBRM2903_340056400	89.5	287	30
LdBPK_354880.1	LBRM2903_340058200	89.5	334	35
LdBPK_363280.1	LBRM2903_350042300	89.5	200	21
LdBPK_363320.1	LBRM2903_350042700	89.5	344	36
LdBPK_363700.1	LBRM2903_350047600	89.5	371	36
LdBPK_364170.1	LBRM2903_350052500	89.5	363	38
LdBPK_366960.1	LBRM2903_350083200	89.5	553	58
LdBPK_041230.1	LBRM2903_040020100	89.4	368	39
LdBPK_170780.1	LBRM2903_170013700	89.4	557	58
LdBPK_200310.1	LBRM2903_200058700	89.4	443	47
LdBPK_261330.1	LBRM2903_260018800	89.4	433	44
LdBPK_262150.1	LBRM2903_260025300	89.4	113	12
LdBPK_282660.1	LBRM2903_280033500	89.4	292	31
LdBPK_292660.1	LBRM2903_290032300	89.4	861	91
LdBPK_301880.1	LBRM2903_300024300	89.4	180	19
LdBPK_320920.1	LBRM2903_320014800	89.4	498	53
LdBPK_331740.1	LBRM2903_330025300	89.4	123	13
LdBPK_341630.1	LBRM2903_140017900	89.4	132	14
LdBPK_361010.1	LBRM2903_350016500	89.4	3457	367
LdBPK_362840.1	LBRM2903_350037100	89.4	1442	148
LdBPK_363170.1	LBRM2903_350041000	89.4	245	26
LdBPK_367140.1	LBRM2903_350085000	89.4	357	38
LdBPK_030060.1	LBRM2903_030005700	89.3	833	86
LdBPK_051060.1	LBRM2903_050016600	89.3	478	51
LdBPK_090080.1	LBRM2903_090005700	89.3	131	14
LdBPK_100600.1	LBRM2903_100015000	89.3	428	46
LdBPK_150330.1	LBRM2903_150008100	89.3	187	20
LdBPK_151570.1	LBRM2903_150022200	89.3	290	31
LdBPK_161660.1	LBRM2903_160024200	89.3	692	74
LdBPK_200340.1	LBRM2903_200059000	89.3	84	9
LdBPK_231950.1	LBRM2903_230028700	89.3	792	85
LdBPK_260090.1	LBRM2903_260006000	89.3	356	38
LdBPK_282570.1	LBRM2903_280032700	89.3	335	36
LdBPK_282920.1	LBRM2903_280036600	89.3	122	13
LdBPK_283110.1	LBRM2903_280038500	89.3	4230	448
LdBPK_301720.1	LBRM2903_300023300	89.3	122	13
LdBPK_303460.1	LBRM2903_300041600	89.3	617	66
LdBPK_331690.1	LBRM2903_330024900	89.3	326	35
LdBPK_343750.1	LBRM2903_200049400	89.3	2628	277
LdBPK_343840.1	LBRM2903_200050700	89.3	103	11
LdBPK_350850.1	LBRM2903_340013900	89.3	1194	128
LdBPK_352510.1	LBRM2903_340031700	89.3	215	23
LdBPK_361250.1	LBRM2903_350019000	89.3	140	15
LdBPK_070150.1	LBRM2903_070011200	89.2	519	56
LdBPK_091490.1	LBRM2903_090021400	89.2	139	15
LdBPK_110110.1	LBRM2903_190006800	89.2	397	43
LdBPK_201610.1	LBRM2903_200073200	89.2	213	23
LdBPK_230080.1	LBRM2903_230005600	89.2	332	36
LdBPK_241410.1	LBRM2903_240019700	89.2	535	58
LdBPK_251740.1	LBRM2903_250025600	89.2	203	20
LdBPK_260091.1	LBRM2903_260005900	89.2	74	8
LdBPK_270880.1	LBRM2903_270016900	89.2	204	22
LdBPK_272010.1	LBRM2903_270029700	89.2	148	16
LdBPK_280470.1	LBRM2903_280008900	89.2	920	99
LdBPK_290090.1	LBRM2903_290006300	89.2	185	20
LdBPK_323490.1	LBRM2903_320044100	89.2	240	26
LdBPK_330360.1	LBRM2903_330008200	89.2	601	61
LdBPK_332470.1	LBRM2903_330033900	89.2	481	52
LdBPK_344140.1	LBRM2903_200053600	89.2	1196	129
LdBPK_351380.1	LBRM2903_340019200	89.2	120	13
LdBPK_353930.1	LBRM2903_340048300	89.2	139	15
LdBPK_362640.1	LBRM2903_350034300	89.2	900	97
LdBPK_363470.1	LBRM2903_350044900	89.2	407	44
LdBPK_363800.1	LBRM2903_350048800	89.2	120	13
LdBPK_050150.1	LBRM2903_050006400	89.1	441	47
LdBPK_090360.1	LBRM2903_090009300	89.1	175	19
LdBPK_140680.1	LBRM2903_140012000	89.1	284	31
LdBPK_201390.1	LBRM2903_200070600	89.1	999	108
LdBPK_211530.1	LBRM2903_210020400	89.1	256	28
LdBPK_211710.1	LBRM2903_210022500	89.1	266	29
LdBPK_231310.1	LBRM2903_230021400	89.1	487	53
LdBPK_241360.1	LBRM2903_240020200	89.1	110	12
LdBPK_291200.1	LBRM2903_250024000	89.1	625	68
LdBPK_313280.1	LBRM2903_310046200	89.1	119	13
LdBPK_332160.1	LBRM2903_330030400	89.1	787	86
LdBPK_354860.1	LBRM2903_340058000	89.1	1454	159
LdBPK_040570.1	LBRM2903_040011400	89	300	33
LdBPK_050960.1	LBRM2903_050015500	89	679	75
LdBPK_101160.1	LBRM2903_100020900	89	637	70
LdBPK_111160.1	LBRM2903_110016300	89	510	56
LdBPK_150990.1	LBRM2903_150014100	89	172	19
LdBPK_160550.1	LBRM2903_160011600	89	327	36
LdBPK_161640.1	LBRM2903_160024000	89	1340	147
LdBPK_220980.1	LBRM2903_220016300	89	453	40
LdBPK_230710.1	LBRM2903_230014700	89	1045	114
LdBPK_261120.1	LBRM2903_260016600	89	535	58
LdBPK_261630.1	LBRM2903_260022400	89	326	36
LdBPK_282260.1	LBRM2903_280029500	89	766	84
LdBPK_282700.1	LBRM2903_280034000	89	629	69
LdBPK_290920.1	LBRM2903_290015500	89	454	50
LdBPK_300210.1	LBRM2903_300007800	89	374	33
LdBPK_311240.1	LBRM2903_310022500	89	802	87
LdBPK_320070.1	LBRM2903_320006000	89	245	27
LdBPK_340120.1	LBRM2903_200007500	89	218	24
LdBPK_342480.1	LBRM2903_200032700	89	598	58
LdBPK_360250.1	LBRM2903_350008500	89	109	12
LdBPK_363860.1	LBRM2903_350049300	89	154	17
LdBPK_364750.1	LBRM2903_350058500	89	444	49
LdBPK_366530.1	LBRM2903_350077500	89	345	34
LdBPK_081190.1	LBRM2903_080018000	88.9	99	11
LdBPK_090570.1	LBRM2903_090010900	88.9	767	84
LdBPK_100610.1	LBRM2903_100015100	88.9	370	41
LdBPK_101420.1	LBRM2903_100023900	88.9	316	35
LdBPK_110900.1	LBRM2903_110013000	88.9	190	21
LdBPK_191570.1	LBRM2903_190025000	88.9	865	96
LdBPK_260010.1	LBRM2903_260005100	88.9	90	10
LdBPK_262540.1	LBRM2903_260030300	88.9	479	53
LdBPK_270350.1	LBRM2903_270008500	88.9	368	41
LdBPK_281960.1	LBRM2903_280026400	88.9	225	25
LdBPK_281980.1	LBRM2903_280026600	88.9	288	32
LdBPK_291190.1	LBRM2903_250023900	88.9	342	38
LdBPK_303500.1	LBRM2903_300042000	88.9	72	8
LdBPK_331610.1	LBRM2903_330024200	88.9	180	20
LdBPK_331830.1	LBRM2903_330026400	88.9	898	95
LdBPK_354120.1	LBRM2903_340050000	88.9	279	31
LdBPK_354700.1	LBRM2903_340056600	88.9	488	54
LdBPK_360090.1	LBRM2903_350007000	88.9	296	33
LdBPK_366180.1	LBRM2903_350073600	88.9	135	15
LdBPK_366910.1	LBRM2903_350082600	88.9	751	82
LdBPK_040760.1	LBRM2903_040013800	88.8	89	10
LdBPK_070250.1	LBRM2903_070006200	88.8	1032	116
LdBPK_091230.1	LBRM2903_090018700	88.8	197	21
LdBPK_101020.1	LBRM2903_100019000	88.8	107	12
LdBPK_101300.1	LBRM2903_100022500	88.8	1062	119
LdBPK_120041.1	LBRM2903_120005400	88.8	107	12
LdBPK_120490.1	LBRM2903_120011200	88.8	605	68
LdBPK_180510.1	LBRM2903_180010500	88.8	896	100
LdBPK_201700.1	LBRM2903_200074100	88.8	418	47
LdBPK_212010.1	LBRM2903_210025300	88.8	499	56
LdBPK_220520.1	LBRM2903_220011400	88.8	500	56
LdBPK_231610.1	LBRM2903_230025100	88.8	699	63
LdBPK_241910.1	LBRM2903_240026800	88.8	278	31
LdBPK_242290.1	LBRM2903_240030400	88.8	241	27
LdBPK_283020.1	LBRM2903_280037700	88.8	498	56
LdBPK_291710.1	LBRM2903_290023900	88.8	80	9
LdBPK_291950.1	LBRM2903_310006500	88.8	508	57
LdBPK_300850.1	LBRM2903_300014800	88.8	510	57
LdBPK_302830.1	LBRM2903_300034400	88.8	538	60
LdBPK_355200.1	LBRM2903_340062500	88.8	241	27
LdBPK_360390.1	LBRM2903_350009900	88.8	259	29
LdBPK_364980.1	LBRM2903_350060900	88.8	134	15
LdBPK_050250.1	LBRM2903_050007400	88.7	97	11
LdBPK_071260.1	LBRM2903_070020700	88.7	416	47
LdBPK_090180.1	LBRM2903_090006700	88.7	124	14
LdBPK_090430.1	LBRM2903_090007200	88.7	825	81
LdBPK_090890.1	LBRM2903_090014400	88.7	398	45
LdBPK_091500.1	LBRM2903_090021500	88.7	186	21
LdBPK_120255.1	LBRM2903_120007700	88.7	781	84
LdBPK_161650.1	LBRM2903_160024100	88.7	1231	133
LdBPK_181600.1	LBRM2903_180022500	88.7	654	74
LdBPK_201270.1	LBRM2903_200069400	88.7	133	15
LdBPK_211260.1	LBRM2903_210017100	88.7	291	33
LdBPK_231580.1	LBRM2903_230024700	88.7	186	21
